All,Όλα
"Account Activity","Δραστηριότητα Λογαριασμού"
"All other open sessions for this account were terminated.","Τερματίστηκαν όλες οι άλλες ανοικτές συνεδριάσεις για αυτόν το λογαριασμό."
"We couldn't logout because of an error.","Δεν μπόρεσε να γίνει αποσύνδεση εξαιτίας ενός σφάλματος."
"Someone logged into this account from another device or browser. Your current session is terminated.","Κάποιος συνδέθηκε στο λογαριασμό αυτό από μια άλλη συσκευή ή πρόγραμμα περιήγησης. Η τρέχουσα περίοδος λειτουργίας σας τερματίζεται."
"Your current session is terminated by another user of this account.","Η τρέχουσα περίοδο λειτουργίας τερματίστηκε από κάποιον άλλο χρήστη του λογαριασμού αυτού."
"Your current session has been expired.","Η τρέχουσα περίοδο λειτουργίας σας έχει ήδη λήξει."
"By IP and Email","Από την IP και Email"
"By IP","Από IP"
"By Email","Μέσω Email"
"Incorrect Security Checker class. It has to implement SecurityCheckerInterface","Εσφαλμένος Έλεγχος Ασφαλείας Κατηγορίας. Πρέπει να εφαρμόσει SecurityCheckerInterface"
"This administrator account is open in more than one location. Note that other locations might be different browsers or sessions on the same computer.","Αυτός ο λογαριασμός διαχειριστή είναι ανοιχτός σε περισσότερες από μία τοποθεσίες. Σημειώστε ότι οι άλλες τοποθεσίες θα μπορούσαν να είναι διαφορετικά προγράμματα περιήγησης ή περίοδοι λειτουργίας στον ίδιο υπολογιστή."
"Concurrent session information:","Στοιχεία ταυτόχρονης περιόδου σύνδεσης:"
"Time of session start","Χρόνος έναρξης συνόδου"
"Are you sure that you want to log out all other sessions?","Είστε βέβαιοι ότι θέλετε να αποσυνδεθείτε από όλες τις άλλες περιόδους λειτουργίας;"
"Log out all other sessions","Αποσυνδεθείτε από όλες τις υπόλοιπες συνεδρίες"
"This computer is using IP address %1.","%1 διεύθυνση IP χρησιμοποιεί αυτός ο υπολογιστής."
"Admin Account Sharing","Λογαριασμός Διαχειριστή κοινής χρήσης"
"If set to Yes, you can log in from multiple computers into same account. Default setting No improves security.","Εάν οριστεί σε Ναι, μπορείτε να συνδεθείτε από πολλούς υπολογιστές στον ίδιο λογαριασμό. Προεπιλεγμένη ρύθμιση σε οχι βελτιώνει την ασφάλεια."
"Password Reset Protection Type","Τύπος Προστασίας Επαναφοράς Κωδικού Πρόσβασης"
"Max Number of Password Reset Requests","Μεγ. Πλήθος Αιτήσεων Επαναφοράς Κωδικού Πρόσβασης"
"Limit the number of password reset request per hour. Use 0 to disable.","Περιορίστε τον αριθμό των αιτήσεων επαναφοράς κωδικού πρόσβασης ανά ώρα. Χρησιμοποιήστε το 0 για να απενεργοποιήσετε."
"Min Time Between Password Reset Requests","Ελαχ. Χρόνος Μεταξύ των Αιτήσεων Επαναφοράς Κωδικού Πρόσβασης"
"Delay in minutes between password reset requests. Use 0 to disable.","Καθυστέρηση σε λεπτά μεταξύ αιτήσεων επαναφοράς κωδικού πρόσβασης. Χρησιμοποιήστε το 0 για να απενεργοποιήσετε."
"You can't send messages more than %1 times an hour.","Δεν μπορείτε να στείλετε μηνύματα περισσότερο από %1 φορές ανά ώρα."
"The link to a friend was sent.","Ο σύνδεσμος εστάλει σε ένα φίλο."
"We found some problems with the data.","Βρήκαμε μερικά προβλήματα με τα δεδομένα."
"Some emails were not sent.","Ορισμένα emails δεν εστάλησαν."
"You've met your limit of %1 sends in an hour.","Έχετε φτάσει στο όριο του %1 αποστολή ανά ώρα."
"Please enter a sender name.","Παρακαλούμε εισάγετε ενα όνομα αποστολέα."
"Invalid Sender Email","Μη έγκυρο Email αποστολέα"
"Please enter a message.","Παρακαλώ γράψτε ένα μήνυμα."
"Please specify at least one recipient.","Καθορίστε τουλάχιστον ένα παραλήπτη."
"Please enter a correct recipient email address.","Παρακαλώ εισάγετε μία σωστή διεύθυνση email παραλήπτη."
"No more than %1 emails can be sent at a time.","Όχι περισσότερα από %1 emails μπορούν να σταλούν σε μια στιγμή."
"Please define a correct product instance.","Παρακαλώ καθορίστε μια παρουσία προϊόντος σωστά."
"Invalid Sender Information","Λάθος Πληροφορίες Αποστολέα"
"Please define the correct sender information.","Παρακαλώ καθορίστε τις πληροφορίες αποστολέα σωστά."
"Cookie (unsafe)","Cookie (μη ασφαλές)"
"Remove Recipent","Κατάργηση Παραλήπτη"
"Welcome, %name","Καλώς ήρθατε, %name"
"%sender_name wants to share this product with you:","%sender_name θέλει να μοιραστεί το προϊόν αυτό μαζί σας:"
"Select Email Template","Επιλέξτε πρότυπο ηλεκτρονικού ταχυδρομείου"
"Allow for Guests","Επιτρέπεται για επισκέπτες"
"Max Recipients","Μεγ. Παραλήπτες"
"Max Products Sent in 1 Hour","Μεγ. Προϊόντα Αποστέλλονται σε 1 Ώρα"
"Limit Sending By","Όριο Αποστολής Από"
"Please provide Name for all of recipients.","Παρακαλώ παραθέστε Ονόματα για όλους τους παραλήπτες."
"Please provide Email for all of recipients.","Παρακαλώ παραθέστε Email για όλους τους παραλήπτες."
"Please provide Name of sender.","Παρακαλώ παραθέστε Όνομα αποστολέα."
"Please provide Email of sender.","Παρακαλώ παραθέστε Email αποστολέα."
"Please provide Message.","Παρακαλώ παραθέστε Μήνυμα."
"Catalog Structure","Δομή Καταλόγου"
"Catalog Id","Id Κατάλογου"
"Store Id","Id Καταστήματος"
"This action cannot be undone. Are you sure you want to delete this catalog?","Αυτή η ενέργεια δε μπορεί να αναιρεθεί. Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτόν τον κατάλογο;"
"Linked Products","Συνδεδεμένα Προϊόντα"
Pricing,Τιμολόγηση
"Shared Catalogs","Κατάλογοι Κοινής Χρήσης"
"The companies have been reassigned.","Οι εταιρείες έχουν ανατεθεί εκ νέου."
"Error while reassigning the company.","Σφάλμα κατά την επανεκχώρηση της εταιρείας."
"Discount value cannot be outside the range 0-100","Η τιμή έκπτωσης δεν μπορεί να βρίσκεται εκτός του εύρους 0-100"
"We found a duplicate website, tier price or quantity.","Βρήκαμε μια διπλότυπη τοποθεσία Web, τιμή βαθμίδας ή ποσότητα."
"The selected items are being processed. You can continue to work in the meantime.","Τα επιλεγμένα στοιχεία υπόκεινται σε επεξεργασία. Μπορείτε να συνεχίσετε να εργάζεστε εν τω μεταξύ."
"The selected changes have been applied to the shared catalog.","Οι επιλεγμένες αλλαγές έχουν εφαρμοστεί στον κοινόχρηστο κατάλογο."
"New Shared Catalog","Νέος Κατάλογος Κοινής Χρήσης"
"The shared catalog was deleted successfully.","Ο κοινόχρηστος κατάλογος διαγράφηκε με επιτυχία."
"Duplicate of %1","Αντίγραφο του %1"
"You saved the shared catalog.","Αποθηκεύσατε το κατάλογο κοινής χρήσης."
"Something went wrong while saving the shared catalog.","Κάτι πήγε στραβά κατά την αποθήκευση του κοινόχρηστου καταλόγου."
"No shared catalog name is specified in request.","Δεν υπάρχει όνομα κοινόχρηστου καταλόγου στην αίτηση."
"Requested categories don't exist: %categoriesIds.","Οι κατηγορίες που ζητήσατε δεν υπάρχουν: %categoriesIds."
"You cannot unassign a company from the public shared catalog.","Δεν μπορείτε να καταργήσετε την ανάθεση μιας εταιρείας από τον δημόσιο κοινόχρηστο κατάλογο."
"Could not set default customer group","Δεν ήταν δυνατή η ρύθμιση της προεπιλεγμένης ομάδας πελατών"
"A customer group with this name already exists. Enter a different name to create a shared catalog.","Μια ομάδα πελατών με αυτό το όνομα υπάρχει ήδη. Καταχωρίστε ένα διαφορετικό όνομα για να δημιουργήσετε έναν κοινόχρηστο κατάλογο."
"Could not save customer group.","Δεν ήταν δυνατή η αποθήκευση της ομάδας πελατών."
"Could not update shared catalog customer group","Δεν ήταν δυνατή η ενημέρωση ομάδας πελατών κοινόχρηστου καταλόγου"
"Cannot load product items for shared catalog","Δεν είναι δυνατή η φόρτωση αντικειμένων προϊόντων για κοινόχρηστο κατάλογο"
"Could not save ProductItem","Αδύνατη η αποθήκευση του Στοιχείου Προϊόντος"
"Cannot delete product with id %1","Δεν είναι δυνατό να διαγράψετε το προϊόν με id %1"
"Cannot delete shared catalog with id %1","Δεν είναι δυνατό να διαγράψετε το κατάλογο κοινής χρήσης με id %1"
"Assign Categories to Shared Catalog","Αναθέστε Κατηγορίες στον Κοινόχρηστο Κατάλογο"
"Something went wrong while scheduling operations.","Κάτι πήγε στραβά κατά τις λειτουργίες χρονοδιαγράμματος."
"Assign custom prices to selected products","Ανάθεση προσαρμοσμένων τιμών σε επιλεγμένα προϊόντα"
"Could not save shared catalog.","Δεν ήταν δυνατή η αποθήκευση του κοινόχρηστου καταλόγου."
"You must enable category permissions for the following products: %skus.","Πρέπει να ενεργοποιήσετε τα δικαιώματα κατηγορίας για τα παρακάτω προϊόντα: %skus."
"Requested product doesn't exist: %sku.","Το ζητούμενο προϊόν δεν υπάρχει: %sku."
"No such shared catalog entity","Καμία τέτοια οντότητα καταλόγου κοινής χρήσης"
"You cannot convert a public catalog to a custom catalog. If you need to replace this public catalog, create a custom catalog, then change its type to public.","Δεν μπορείτε να μετατρέψετε έναν δημόσιο κατάλογο σε έναν προσαρμοσμένο κατάλογο. Αν πρέπει να αντικαταστήσετε αυτόν τον δημόσιο κατάλογο, δημιουργήστε έναν προσαρμοσμένο κατάλογο και στη συνέχεια, αλλάξτε τον τύπο του σε δημόσιο."
"Requested Shared Catalog is not found","Ο ζητούμενος Κοινόχρηστος Κατάλογος δεν βρέθηκε"
"Catalog (id:%1) cannot be deleted because it is a public catalog. You must create a new public catalog before you can delete this catalog.","Ο κατάλογος (id:%1) δεν μπορεί να διαγραφεί επειδή είναι ένας δημόσιος κατάλογος. Πρέπει να δημιουργήσετε έναν νέο δημόσιο κατάλογο για να διαγράψετε αυτόν τον κατάλογο."
"Cannot create a shared catalog because some information is missing. Please make sure you provided Store Group ID, Name and Tax Class.","Δεν είναι δυνατή η δημιουργία κοινόχρηστου καταλόγου επειδή λείπουν ορισμένες πληροφορίες. Βεβαιωθείτε ότι έχετε παράσχει το ID Ομάδας Καταστήματος, το Όνομα και τη Φορολογική Κλάση."
"The maximum allowed catalog name length is %1 characters.","Το μέγιστο επιτρεπόμενο μήκος ονόματος καταλόγου είναι %1 χαρακτήρες."
"A catalog named %catalogName already exists. Please select a different name.","Ένας κατάλογος με όνομα %catalogName υπάρχει ήδη. Επιλέξτε ένα διαφορετικό όνομα."
"You cannot change the customer group for a shared catalog.","Δεν μπορείτε να αλλάξετε την ομάδα πελατών για έναν κοινόχρηστο κατάλογο."
"Please <a href=""%1"">create</a> at least a public shared catalog to proceed.","<a href=""%1"">Δημιουργήστε</a> τουλάχιστον έναν δημόσιο κοινόχρηστο κατάλογο για να συνεχίσετε."
"A shared catalog is linked to this customer group. You must delete the shared catalog before you can delete this customer group.","Ένας κοινόχρηστος κατάλογος συνδέεται με αυτή την ομάδα πελατών. Πρέπει να διαγράψετε τον κοινόχρηστο κατάλογο, για να μπορέσετε να διαγράψετε αυτήν την ομάδα πελατών."
"Requested product doesn't exist: %1.","Το ζητούμενο προϊόν δεν υπάρχει: %1."
"Website 3","Ιστότοπος 3"
"Website 1","Ιστότοπος 1"
"Set Pricing and Structure","Ορίστε Τιμολόγηση και Δομή"
"Assign Companies","Ανάθεση Εταιριών"
"Catalog and Tier Price","Κατάλογος και Κλιμακωτή Τιμή"
"Group or Catalog","Ομάδα ή Κατάλογος"
"You must enable the <a href=""%1"" data-role=""notification-dialog"">shared catalog</a> feature in 
        Stores -> Configuration -> B2B Features to use the shared catalogs in the storefront.
        Otherwise, the categories and products you're configuring in shared catalogs will 
        not be restricted to customers.","Πρέπει να ενεργοποιήσετε τη λειτουργία <a href=""%1"" data-role=""notification-dialog"">κοινόχρηστος κατάλογος</a> στη διεύθυνση
         Καταστήματα -> Διαμόρφωση -> Επιλογές B2B για τη χρήση των κοινόχρηστων καταλόγων στην βιτρίνα καταστήματος.
         Διαφορετικά, οι κατηγορίες και τα προϊόντα που ρυθμίζετε σε κοινόχρηστους καταλόγους δεν θα 
         περιορίζονται στους πελάτες."
"You must enable the shared catalog feature in Stores -> Configuration -> B2B Features 
    to use the shared catalogs in the storefront. Otherwise, the categories and products you're 
    configuring in shared catalogs will not be restricted to customers.","Πρέπει να ενεργοποιήσετε τη λειτουργία κοινόχρηστος κατάλογος στη διεύθυνση  Καταστήματα -> Διαμόρφωση -> Επιλογές B2B για τη χρήση των κοινόχρηστων καταλόγων στην βιτρίνα καταστήματος.
         Διαφορετικά, οι κατηγορίες και τα προϊόντα που ρυθμίζετε σε κοινόχρηστους καταλόγους δεν θα 
         περιορίζονται στους πελάτες."
"Products in Catalog","Προϊόντα σε Κατάλογο"
"Continue to configure the shared catalog structure and pricing.","Συνεχίστε να διαμορφώνετε τη δομή και την τιμολόγηση του κοινόχρηστου καταλόγου."
Store:,Κατάστημα:
"Step 2: Set Custom Prices","Βήμα 2: Ορισμός Προσαρμοσμένων Τιμών"
"Step 1: Select Products for Catalog","Βήμα 1: Επιλέξτε Προϊόντα για τον Κατάλογο"
Website:,Ιστότοπος:
Assign,Αντιστοίχιση
"Proceed to Store Configuration?","Συνέχεια σε Διαμόρφωση Καταστήματος;"
"You've made changes into the shared catalog. If you leave this page now, the changes will be lost.","Έχετε πραγματοποιήσει αλλαγές στον κοινόχρηστο κατάλογο. Εάν αφήσετε αυτήν τη σελίδα τώρα, οι αλλαγές θα χαθούν."
"The maximum allowed catalog name length is {0} characters.","Το μέγιστο επιτρεπόμενο μήκος ονόματος καταλόγου είναι {0} χαρακτήρες."
"Conflicting row.","Αντικρουόμενη σειρά."
"Generate Catalog","Δημιουργία Καταλόγου"
products,προϊόντα
included,περιλαμβάνεται
"Shared Catalog","Κατάλογος Κοινής Χρήσης"
"Manage Shared Catalog","Διαχείριση Καταλόγου Κοινής Χρήσης"
"Enable Shared Catalog","Ενεργοποίηση Καταλόγου Κοινής Χρήσης"
"To select No, please <a href=""%1"">create</a> the Public Catalog first.","Για να επιλέξετε Όχι, <a href=""%1"">δημιουργήστε</a> πρώτα τον Δημόσιο Κατάλογο."
"Use this field to change company's shared catalog","Χρησιμοποιήστε αυτό το πεδίο για να αλλάξετε τον κοινόχρηστο κατάλογο της εταιρείας"
"Group/Shared Catalog","Κατάλογος Ομάδας/Κοινής Χρήσης"
"Product In Shared Catalogs","Προϊόν σε Καταλόγους Κοινής Χρήσης"
"Change Catalog?","Αλλαγή Καταλόγου;"
"The selected companies are already using a different shared catalog. This action will change a shared catalog for selected companies. Would you like to continue?","Οι επιλεγμένες εταιρείες χρησιμοποιούν ήδη έναν διαφορετικό κοινόχρηστο κατάλογο. Αυτή η ενέργεια θα αλλάξει έναν κοινόχρηστο κατάλογο για επιλεγμένες εταιρείες. Θέλετε να συνεχίσετε;"
"The selected companies will be unlinked from the current shared catalog and linked to the default public catalog. Would you like to continue?","Οι επιλεγμένες εταιρείες θα αποσυνδεθούν από τον τρέχοντα κοινόχρηστο κατάλογο και θα συνδεθούν με τον προεπιλεγμένο δημόσιο κατάλογο. Θέλετε να συνεχίσετε;"
"Assign Catalog","Συσχέτιση Καταλόγου"
"Unassign Catalog","Αποσυσχέτιση Καταλόγου"
Assigned,Ανατεθειμένο
"Shared Catalog Information","Πληροφορίες Καταλόγου Κοινής Χρήσης"
"Catalog Details","Λεπτομέρειες Καταλόγου"
"Public Catalog Already Exists","Ο Δημόσιος Κατάλογος Υπάρχει Ήδη"
"A public shared catalog already exists. If you proceed, the existing public shared catalog will be converted to a custom catalog. All the companies defined in the existing public shared catalog will be assigned to the new public shared catalog.","Υπάρχει ήδη δημόσιος κοινόχρηστος κατάλογος. Αν συνεχίσετε, ο υπάρχων κοινόχρηστος κατάλογος θα μετατραπεί σε έναν προσαρμοσμένο κατάλογο. Όλες οι εταιρείες που ορίζονται στον υπάρχον δημόσιο κοινόχρηστο κατάλογο θα ανατεθούν στον νέο δημόσιο κοινόχρηστο κατάλογο."
"Change Catalog Type?","Αλλαγή Τύπου Καταλόγου;"
"A public shared catalog already exists. If you proceed, the existing public shared catalog will be converted to a custom catalog. All the companies defined in the existing public shared catalog will be re-assigned to the new public shared catalog.","Υπάρχει ήδη δημόσιος κοινόχρηστος κατάλογος. Αν συνεχίσετε, ο υπάρχων κοινόχρηστος κατάλογος θα μετατραπεί σε έναν προσαρμοσμένο κατάλογο. Όλες οι εταιρείες που ορίζονται στον υπάρχον δημόσιο κοινόχρηστο κατάλογο θα ανατεθούν εκ νέου στον νέο δημόσιο κοινόχρηστο κατάλογο."
"Add Shared Catalog","Προσθήκη Καταλόγου Κοινής Χρήσης"
"This action cannot be undone. Are you sure you want to delete this catalog(s)?","Αυτή η ενέργεια δε μπορεί να αναιρεθεί. Είστε βέβαιοι ότι θέλετε να διαγράψετε αυτούς τους καταλόγους;"
"This discount will be applied to all selected products. The custom price type will be set to 'Discount'.","Αυτή η έκπτωση θα εφαρμοστεί σε όλα τα επιλεγμένα προϊόντα. Ο προσαρμοσμένος τύπος τιμής θα οριστεί σε 'Έκπτωση'."
"Set Discount","Καθορισμός Έκπτωσης"
"This discount will be applied to all selected products. The custom price type will be set to 'Fixed'.","Αυτή η έκπτωση θα εφαρμοστεί σε όλα τα επιλεγμένα προϊόντα. Ο προσαρμοσμένος τύπος τιμής θα οριστεί σε 'Σταθερή'."
"Adjust Fixed Price","Προσαρμογή Σταθερής Τιμής"
"New Price","Νέα Τιμή"
"New Shipment for Order #%1","Νέα Αποστολή για την Παραγγελία #%1"
"Submit Shipment","Υποβολή Αποστολής"
"You are trying to add a quantity for some products that doesn't match the quantity that was shipped.","Προσπαθείτε να προσθέσετε μια ποσότητα για ορισμένα προϊόντα που δεν ταιριάζει με την ποσότητα που διατίθεται στην αγορά."
"The value that you entered is not valid.","Η τιμή που εισαγάτε δεν είναι έγκυρη."
"Add Tracking Number","Προσθήκη Αριθμού Εντοπισμού"
"Send Tracking Information","Στείλτε πληροφορίες εντοπισμού"
"Are you sure you want to send a Shipment email to customer?","Είστε βέβαιοι ότι θέλετε να στείλετε ένα email αποστολής στον πελάτη;"
"the shipment email was sent","το email αποστολής εστάλη"
"the shipment email is not sent","το email αποστολής δεν εστάλη"
"Shipment #%1 | %3 (%2)","Αποστολή #%1 | %3 (%2)"
"Create Shipping Label...","Δημιουργήσετε ετικέτα αποστολής..."
"Delivered on:","Παραδόθηκε σε:"
"About Your Shipment","Για την αποστολή σας"
"We can't initialize shipment for adding tracking number.","Δεν μπορούμε να προετοιμάσουμε την αποστολή για προσθήκη αριθμό εντοπισμού."
"Cannot add tracking number.","Δεν είναι δυνατό να προσθέσετε αριθμό εντοπισμού."
"You created the shipping label.","Δημιουργήσατε την ετικέτα αποστολής."
"An error occurred while creating shipping label.","Παρουσιάστηκε σφάλμα κατά τη δημιουργία της ετικέτας αποστολής."
"You sent the shipment.","Στείλατε την αποστολή."
"Cannot send shipment information.","Δεν μπορούμε να στείλουμε πληροφορίες αποστολής."
"There are no shipping labels related to selected orders.","Δεν υπάρχουν ετικέτες αποστολής που σχετίζονται με επιλεγμένες παραγγελίες."
"New Shipment","Νέα αποστολή"
"We don't recognize or support the file extension in this shipment: %1.","Δεν αναγνωρίζουμε ή υποστηρίζουμε αυτήν την επέκταση τύπου αρχείου για αυτή την αποστολή: %1."
"We can't initialize shipment for delete tracking number.","Δεν μπορούμε να προετοιμάσουμε την αποστολή για διαγραφή αριθμού εντοπισμού."
"We can't delete tracking number.","Δεν μπορούμε να διαγράψουμε τον αριθμό εντοπισμού."
"We can't save the shipment right now.","Δεν ήταν δυνατή η αποθήκευση της αποστολής αυτή τη στιγμή."
"The shipment has been created.","Η αποστολή έχει δημιουργηθεί."
"Cannot save shipment.","Δεν ήταν δυνατή η αποθήκευση της αποστολής."
"Cannot do shipment for the order separately from invoice.","Δεν μπορούμε να κάνουμε αποστολή για την παραγγελία ξεχωριστά από τιμολόγιο."
"Cannot do shipment for the order.","Δεν μπορούμε να κάνουμε αποστολή για την παραγγελία."
"There are no shipping labels related to selected shipments.","Δεν υπάρχουν ετικέτες αποστολής που σχετίζονται με επιλεγμένες αποστολές."
"Sorry, but we can't deliver to the destination country with this shipping module.","Συγγνώμη, αλλά δεν μπορούμε να αποστείλουμε στη χώρα προορισμού με αυτό το μοντέλο αποστολής."
"The shipping module is not available.","Η λειτουργική μονάδα αποστολής δεν είναι διαθέσιμη."
"This shipping method is not available. Please specify the zip code.","Αυτή η μέθοδος αποστολής δεν είναι διαθέσιμη. Παρακαλούμε προσδιορίστε τον ταχυδρομικό κώδικα."
Development,Προγραμματισμός
Live,Ζωντανή
"Divide to equal weight (one request)","Διαιρέστε σε ίσο βάρος (μία αίτηση)"
"Use origin weight (few requests)","Χρήση προέλευσης βάρος (λίγες αιτήσεις)"
"Signature Confirmation","Επιβεβαίωση υπογραφής"
Contents,Περιεχόμενα
Girth,Περίμετρο
"Shipping labels is not available.","Ετικέτες αποστολής δεν είναι διαθέσιμες."
"Response info is not exist.","Πληροφορία απάντησης δεν υπάρχει."
"Per Package","Ανά πακέτο"
"Tracking information is unavailable.","Πληροφορίες παρακολούθησης δεν είναι διαθέσιμες."
"Items to Ship","Στοιχεία για αποστολή"
"Qty to Ship","Ποσ. για αποστολή"
"Shipment Total","Σύνολο Αποστολής"
"Shipment Options","Επιλογές αποστολής"
"Email Copy of Shipment","Αντίγραφο Email της αποστολής"
"Invalid value(s) for Qty to Ship","Μη έγκυρη τιμή(ές) για Ποσ. για Αποστολή"
"Add Selected Product(s) to Package","Προσθέστε επιλεγμένο προϊόν(τα) σε πακέτο"
"Add Products to Package","Προσθέστε προϊόντα σε πακέτο"
"USPS domestic shipments don't use package types.","Οι αποστολές εσωτερικού USPS δεν χρησιμοποιούν τύπους συσκευασίας."
in,σε
"Delete Package","Διαγραφή του πακέτου"
Explanation,Εξήγηση
"Shipping &amp; Handling Information","Πληροφορίες Μεταφορικών &amp; Διεκπεραιωτικών"
"Track Order","Παρακολούθηση παραγγελίας"
"Items Shipped","Στοιχεία αποστάλθηκαν"
"Shipment History","Ιστορικό αρχείο των αποστολών"
"Print All Shipments","Εκτύπωση όλων των αποστολών"
"Shipment #","Αποστολή #"
"Print Shipment","Εκτύπωση Αποστολής"
"Tracking Number(s):","Αριθμός Εντοπισμού:"
"Order tracking","Παρακολούθηση παραγγελίας"
"Tracking Number:","Αριθμός Εντοπισμού:"
Carrier:,Πάροχος:
"Tracking information is currently not available. Please ","Πληροφορίες Παρακολούθησης δεν είναι διαθέσιμες. Παρακαλώ "
"contact us","επικοινωνήστε μαζί μας"
" for more information or "," για περισσότερες πληροφορίες ή "
"email us at ","Επικοινωνήστε μαζί μας στο "
Info:,Πληροφορίες:
Track:,Κομμάτι:
"There is no tracking available for this shipment.","Δεν υπάρχει καμία παρακολούθηση για αυτήν την αποστολή."
"There is no tracking available.","Δεν υπάρχει καμία παρακολούθηση."
"Track history","Ιστορικό παρακολούθησης"
"Local Time","Τοπική ώρα"
"See our Shipping Policy","Δείτε την πολιτική αποστολών μας"
"Shipping Settings Section","Ενότητα Ρυθμίσεων Αποστολής"
"Shipping Policy Parameters Section","Ενότητα Παραμέτρων Πολιτικής Αποστολών"
"Shipping Methods Section","Ενότητα μεθόδων αποστολής"
"Shipping Settings","Ρυθμίσεις Αποστολής"
Origin,Προέλευση
"Shipping Policy Parameters","Παράμετροι Πολιτικής Αποστολών"
"Apply custom Shipping Policy","Εφαρμόσετε προσαρμοσμένη πολιτική αποστολής"
"Shipping Policy","Πολιτική αποστολής"
"Track your order","Παρακολούθηση παραγγελίας"
"Track All Shipments","Παρακολούθηση όλων των Αποστολών"
"In Review","Σε Αξιολόγηση"
Unrequested,"Δεν ζητήθηκε"
"This order already has associated case entity","Αυτή η παραγγελία ήδη έχει συσχετιστεί με οντότητα περίπτωσης"
"The case entity should not be empty.","Η οντότητα περίπτωσης δεν μπορεί να είναι κενή."
"Cannot update Case entity.","Δεν μπορεί να ενημερωθεί η οντότητα Περίπτωης."
"The ""%1"" should not be empty.","Το ""%1"" δεν πρέπει να είναι κενό."
"Case entity not found.","Η οντότητα περίπτωσης δεν βρέθηκε."
"Case Update: New score for the order is %1. Previous score was %2.","Ενημέρωση Περίπτωσης: Νέα βαθμολογία για την παραγγελία είναι %1. Η προηγούμενη βαθμολογία ήταν %2."
"Awaiting the Signifyd guarantee disposition.","Αναμονή της διάθεσης εγγύησης Signifiedd."
"Only single entrance of ""%1"" node is required.","Απαιτείται μόνο μία είσοδος του κόμβου ""%1""."
"Not empty value for ""%1"" node is required.","Δεν απαιτείται κενή τιμή για τον κόμβο ""%1""."
"%1 must implement %2","%1 πρέπει να εφαρμόζει %2"
"Cannot generate message.","Δεν είναι δυνατό να δημιουργηθεί το μήνυμα."
"Message is generated.","Το μήνυμα δημιουργήθηκε."
"Case with the same order id already exists.","Υπάρχει ήδη μία περίπτωση με αυτό το id παραγγελίας."
"Fraud Protection Information","Πληροφορίες Προστασίας Απάτης"
"Signifyd Guarantee Decision","Απόφαση Εγγύησης Signifyd"
"Fraud Protection Section","Τμήμα Προστασίας Απάτης"
"Fraud Protection","Προστασία Απάτης"
"Protect your store from fraud with Guaranteed Fraud Protection by Signifyd.","Προστατέψτε το κατάστημά σας από απάτη με την εγγύηση προστασίας κατά της απάτης από Signifiedd."
"API Key","Kλειδί API"
"API URL","Διεύθυνση URL API"
"Signifyd automatically reviews your orders for fraud, telling you in seconds which orders to ship, and which to reject.
                    We back our approvals with 100% chargeback protection, reimbursing you the full order amount plus fees should you ever receive a fraudulent chargeback.
                    <p>Benefits:<ul>
                    <li>Grow your business without fear of fraud</li>
                    <li>Accept more orders and maximize your revenue</li>
                    <li>Automate order review and shift fraud off your plate</li></ul></p>","Signifyd εξετάζει αυτόματα τις παραγγελίες σας για απάτη, σας λέει σε λίγα δευτερόλεπτα ποιες παραγγελίες πρέπει να στείλετε και ποιες να απορρίψετε.
                     Υποστηρίζουμε τις εγκρίσεις μας με 100% προστασία επιστροφής χρέωσης, επιστρέφοντάς σας το πλήρες ποσό της παραγγελίας καθώς και τα τέλη που θα έπρεπε να λάβετε με δόλια αντιστροφή χρέωσης.
                     <p>Οφέλη:<ul>
                     <li>Αναπτύξτε την επιχείρησή σας χωρίς φόβο απάτης</li>
                     <li>Αποδεχτείτε περισσότερες παραγγελίες και μεγιστοποιήστε τα έσοδά σας</li>
                     <li>Αυτοματοποιήστε την αναθεώρηση της παραγγελίας και μεταφέρετε την απάτη μακριά από πάνω σας</li></ul></p>"
"<a href=""https://www.signifyd.com/resources/manual/magento-2/signifyd-on-magento-integration-guide/"" target=""_blank"">View our setup guide</a> for step-by-step instructions on how to integrate Signifyd with Magento.<br />For support contact <a href=""mailto:support@signifyd.com"">support@signifyd.com</a>.","<a href=""https://www.signifyd.com/resources/manual/magento-2/signifyd-on-magento-integration-guide/"" target=""_blank"">Δείτε τον οδηγό εγκατάστασης</a> για τις οδηγίες βήμα προς βήμα σχετικά με τον τρόπο ενσωμάτωσης του Signifyd με το Magento.<br />Για υποστήριξη επικοινωνήστε με το <a href=""mailto:support@signifyd.com"">support@signifyd.com</a>."
"Your webhook URL will be used to <a href=""https://app.signifyd.com/settings/notifications"" target=""_blank"">configure</a> a guarantee completed webhook in Signifyd. Webhooks are used to sync Signifyd`s guarantee decisions back to Magento.","Η διεύθυνση URL του webhook σας θα χρησιμοποιηθεί για να <a href=""https://app.signifyd.com/settings/notifications"" target=""_blank"">ρυθμίσετε</a> μια εγγύηση που ολοκληρώθηκε στην ιστοσελίδα Signifyd. Τα Webhooks χρησιμοποιούνται για τον συγχρονισμό των αποφάσεων εγγύησης της Signifyd στο Magento."
"Save & Generate","Αποθήκευση & Δημιουργία"
"Edit Sitemap","Επεξεργασία Χάρτη Ιστότοπου"
"New Sitemap","Νέος Χάρτης Ιστοτόπου"
"Sitemap Information","Πληροφορίες Χάρτη Ιστότοπου"
